,Sex,Age,Height,Weight,Season,Sport,Medal
172426,M,28.0,171.0,71.0,Summer,Judo,
172427,M,18.0,,60.0,Summer,Judo,
172428,M,25.0,,72.0,Summer,Athletics,
172429,M,22.0,185.0,75.0,Summer,Football,
172430,M,20.0,172.0,82.0,Summer,Athletics,
172431,M,20.0,172.0,82.0,Summer,Athletics,
172432,M,28.0,172.0,82.0,Summer,Athletics,
172433,M,22.0,176.0,62.0,Summer,Athletics,
172434,M,30.0,176.0,62.0,Summer,Athletics,
172435,M,26.0,184.0,68.0,Summer,Athletics,
172436,F,22.0,,,Summer,Handball,
172437,M,25.0,181.0,73.0,Summer,Athletics,
172438,M,28.0,,54.0,Summer,Boxing,
172439,M,23.0,,,Summer,Athletics,
172440,M,,188.0,57.0,Summer,Athletics,
172441,M,23.0,184.0,70.0,Summer,Athletics,
172442,M,33.0,,,Summer,Athletics,
172443,M,23.0,178.0,66.0,Summer,Athletics,
172444,M,23.0,178.0,66.0,Summer,Athletics,
172445,M,22.0,170.0,70.0,Summer,Athletics,
172446,M,22.0,170.0,70.0,Summer,Athletics,
172447,F,18.0,170.0,59.0,Summer,Athletics,
172448,M,26.0,172.0,56.0,Summer,Athletics,
172449,M,23.0,,,Summer,Athletics,
172450,M,20.0,176.0,74.0,Summer,Athletics,
172451,M,20.0,176.0,74.0,Summer,Athletics,
172452,M,28.0,176.0,74.0,Summer,Athletics,
172453,M,28.0,176.0,74.0,Summer,Athletics,
172454,M,32.0,176.0,74.0,Summer,Athletics,
172455,M,35.0,180.0,85.0,Winter,Alpine Skiing,
172456,F,24.0,170.0,67.0,Summer,Athletics,
172457,F,24.0,170.0,67.0,Summer,Athletics,
172458,F,24.0,170.0,67.0,Summer,Athletics,
172459,F,28.0,170.0,67.0,Summer,Athletics,
172460,F,28.0,170.0,67.0,Summer,Athletics,
172461,M,,,,Summer,Cycling,
172462,M,21.0,175.0,100.0,Summer,Weightlifting,
172463,F,24.0,180.0,60.0,Summer,Football,
172464,F,28.0,180.0,60.0,Summer,Football,
172465,F,32.0,180.0,60.0,Summer,Football,
172466,M,28.0,175.0,64.0,Summer,Athletics,
172467,F,21.0,185.0,80.0,Summer,Volleyball,
172468,F,25.0,185.0,80.0,Summer,Volleyball,2.0
172469,M,23.0,170.0,67.0,Summer,Cycling,
172470,M,23.0,170.0,67.0,Summer,Cycling,
172471,M,24.0,159.0,60.0,Summer,Wrestling,1.0
172472,F,19.0,161.0,48.0,Summer,Athletics,
172473,M,21.0,185.0,85.0,Summer,Handball,2.0
172474,M,21.0,,,Summer,Football,
172475,M,19.0,188.0,75.0,Summer,Volleyball,
172476,M,27.0,188.0,75.0,Summer,Volleyball,
172477,F,13.0,172.0,55.0,Summer,Swimming,
172478,F,17.0,172.0,55.0,Summer,Swimming,
172479,F,17.0,172.0,55.0,Summer,Swimming,
172480,F,16.0,172.0,66.0,Winter,Speed Skating,
172481,F,16.0,172.0,66.0,Winter,Speed Skating,
172482,F,20.0,172.0,66.0,Winter,Speed Skating,
172483,F,20.0,172.0,66.0,Winter,Speed Skating,
172484,F,20.0,172.0,66.0,Winter,Speed Skating,
172485,F,24.0,172.0,66.0,Winter,Speed Skating,
172486,F,24.0,172.0,66.0,Winter,Speed Skating,
172487,F,24.0,172.0,66.0,Winter,Speed Skating,
172488,M,26.0,177.0,73.0,Summer,Football,
172489,F,20.0,158.0,52.0,Summer,Cycling,
172490,F,24.0,,,Summer,Hockey,
172491,M,19.0,178.0,75.0,Summer,Cycling,
172492,M,20.0,176.0,74.0,Summer,Athletics,
172493,F,25.0,177.0,83.0,Summer,Rowing,2.0
172494,F,29.0,177.0,83.0,Summer,Rowing,3.0
172495,M,26.0,181.0,68.0,Summer,Athletics,
172496,M,30.0,181.0,68.0,Summer,Athletics,
172497,M,34.0,181.0,68.0,Summer,Athletics,
172498,M,19.0,186.0,72.0,Summer,Swimming,
172499,F,17.0,158.0,40.0,Summer,Gymnastics,
172500,F,17.0,158.0,40.0,Summer,Gymnastics,1.0
172501,F,17.0,158.0,40.0,Summer,Gymnastics,
172502,F,17.0,158.0,40.0,Summer,Gymnastics,
172503,F,17.0,158.0,40.0,Summer,Gymnastics,
172504,F,17.0,158.0,40.0,Summer,Gymnastics,
172505,M,23.0,183.0,77.0,Winter,Ice Hockey,
172506,M,25.0,182.0,81.0,Winter,Ice Hockey,
172507,F,22.0,166.0,57.0,Winter,Cross Country Skiing,
172508,F,22.0,166.0,57.0,Winter,Cross Country Skiing,
172509,F,22.0,166.0,57.0,Winter,Cross Country Skiing,
172510,F,22.0,166.0,57.0,Winter,Cross Country Skiing,
172511,F,21.0,172.0,68.0,Summer,Swimming,
172512,M,24.0,,,Winter,Ice Hockey,2.0
172513,F,22.0,170.0,56.0,Summer,Athletics,
172514,M,23.0,180.0,80.0,Winter,Speed Skating,
172515,M,23.0,180.0,80.0,Winter,Speed Skating,
172516,M,23.0,180.0,80.0,Winter,Speed Skating,
172517,M,27.0,180.0,80.0,Winter,Speed Skating,
172518,M,27.0,180.0,80.0,Winter,Speed Skating,
172519,F,18.0,174.0,66.0,Summer,Swimming,
172520,F,25.0,170.0,57.0,Summer,Hockey,
172521,M,61.0,,,Summer,Art Competitions,
172522,M,61.0,,,Summer,Art Competitions,
172523,M,61.0,,,Summer,Art Competitions,
172524,M,61.0,,,Summer,Art Competitions,
172525,M,61.0,,,Summer,Art Competitions,
172526,M,61.0,,,Summer,Art Competitions,
172527,M,61.0,,,Summer,Art Competitions,
172528,M,61.0,,,Summer,Art Competitions,
172529,M,61.0,,,Summer,Art Competitions,
172530,M,61.0,,,Summer,Art Competitions,
172531,M,61.0,,,Summer,Art Competitions,
172532,M,61.0,,,Summer,Art Competitions,
172533,M,61.0,,,Summer,Art Competitions,
172534,M,61.0,,,Summer,Art Competitions,
172535,M,61.0,,,Summer,Art Competitions,
172536,M,61.0,,,Summer,Art Competitions,
172537,M,61.0,,,Summer,Art Competitions,
172538,M,21.0,179.0,80.0,Summer,Rowing,
172539,F,18.0,173.0,60.0,Summer,Swimming,
172540,F,18.0,173.0,60.0,Summer,Swimming,
172541,F,18.0,173.0,60.0,Summer,Swimming,
172542,F,18.0,173.0,60.0,Summer,Swimming,1.0
172543,M,23.0,,,Summer,Football,
172544,M,23.0,158.0,51.0,Summer,Boxing,
172545,M,29.0,170.0,82.0,Summer,Football,
172546,M,30.0,183.0,81.0,Summer,Hockey,
172547,M,32.0,,,Summer,Fencing,
172548,M,23.0,178.0,79.0,Winter,Alpine Skiing,
172549,M,23.0,178.0,79.0,Winter,Alpine Skiing,
172550,F,21.0,,,Winter,Alpine Skiing,
172551,M,23.0,,,Summer,Hockey,3.0
172552,M,27.0,,,Summer,Football,
172553,M,25.0,182.0,89.0,Winter,Alpine Skiing,
172554,M,25.0,182.0,89.0,Winter,Alpine Skiing,
172555,F,45.0,168.0,57.0,Winter,Curling,1.0
172556,F,25.0,195.0,75.0,Summer,Basketball,3.0
172557,M,31.0,186.0,75.0,Summer,Triathlon,
172558,M,21.0,185.0,76.0,Summer,Cycling,
172559,M,,,,Summer,Cycling,
172560,M,,,,Summer,Cycling,
172561,M,22.0,170.0,,Summer,Basketball,
172562,M,27.0,180.0,74.0,Summer,Shooting,
172563,M,35.0,180.0,74.0,Summer,Shooting,
172564,M,39.0,180.0,74.0,Summer,Shooting,
172565,F,25.0,174.0,70.0,Summer,Swimming,
172566,F,23.0,170.0,58.0,Winter,Snowboarding,
172567,F,27.0,170.0,58.0,Winter,Snowboarding,1.0
172568,M,19.0,178.0,90.0,Summer,Weightlifting,
172569,M,26.0,196.0,87.0,Summer,Athletics,
172570,F,41.0,168.0,62.0,Summer,Golf,
172571,M,23.0,175.0,75.0,Summer,Football,
172572,F,18.0,170.0,59.0,Summer,Sailing,
172573,F,22.0,170.0,59.0,Summer,Sailing,
172574,F,26.0,170.0,59.0,Summer,Sailing,1.0
172575,M,26.0,189.0,90.0,Summer,Rowing,
172576,M,30.0,189.0,90.0,Summer,Rowing,
172577,M,34.0,189.0,90.0,Summer,Rowing,
172578,M,38.0,189.0,90.0,Summer,Rowing,
172579,F,20.0,179.0,67.0,Summer,Swimming,
172580,F,20.0,179.0,67.0,Summer,Swimming,
172581,F,24.0,179.0,67.0,Summer,Swimming,
172582,F,24.0,179.0,67.0,Summer,Swimming,
172583,M,24.0,201.0,102.0,Summer,Basketball,3.0
172584,M,28.0,201.0,102.0,Summer,Basketball,1.0
172585,M,32.0,201.0,102.0,Summer,Basketball,
172586,M,36.0,201.0,102.0,Summer,Basketball,
172587,M,20.0,,,Summer,Swimming,1.0
172588,M,20.0,,,Summer,Swimming,
172589,M,20.0,,,Summer,Swimming,
172590,M,20.0,,,Summer,Swimming,1.0
172591,M,23.0,180.0,68.0,Winter,Alpine Skiing,
172592,M,23.0,180.0,68.0,Winter,Alpine Skiing,
172593,F,26.0,165.0,56.0,Summer,Football,
172594,M,15.0,,,Summer,Swimming,
172595,M,15.0,,,Summer,Swimming,
172596,M,15.0,,,Summer,Swimming,
172597,M,19.0,,,Summer,Swimming,2.0
172598,M,26.0,170.0,67.0,Summer,Handball,
172599,M,22.0,180.0,83.0,Summer,Baseball,
172600,M,24.0,165.0,64.0,Winter,Freestyle Skiing,
172601,M,20.0,,,Summer,Swimming,
172602,M,26.0,187.0,90.0,Winter,Ice Hockey,
172603,M,,,,Summer,Art Competitions,
172604,M,,,,Summer,Art Competitions,
172605,M,25.0,182.0,75.0,Winter,Cross Country Skiing,
172606,M,25.0,182.0,75.0,Winter,Cross Country Skiing,
172607,M,25.0,182.0,75.0,Winter,Cross Country Skiing,
172608,M,25.0,182.0,75.0,Winter,Cross Country Skiing,
172609,F,17.0,170.0,58.0,Summer,Athletics,
172610,F,21.0,170.0,58.0,Summer,Athletics,
172611,F,21.0,170.0,58.0,Summer,Athletics,
172612,M,36.0,170.0,66.0,Summer,Shooting,
172613,M,39.0,170.0,66.0,Summer,Shooting,
172614,F,18.0,157.0,52.0,Summer,Athletics,
172615,M,19.0,185.0,77.0,Summer,Fencing,1.0
172616,M,23.0,185.0,77.0,Summer,Fencing,
172617,M,23.0,185.0,77.0,Summer,Fencing,3.0
172618,M,27.0,185.0,77.0,Summer,Fencing,1.0
172619,M,27.0,185.0,77.0,Summer,Fencing,1.0
172620,M,31.0,185.0,77.0,Summer,Fencing,
172621,M,31.0,185.0,77.0,Summer,Fencing,1.0
172622,M,30.0,170.0,68.0,Summer,Athletics,
172623,M,29.0,,,Summer,Jeu De Paume,
172624,M,29.0,,,Summer,Racquets,3.0
172625,M,29.0,,,Summer,Racquets,1.0
172626,M,17.0,191.0,74.0,Summer,Swimming,
172627,M,21.0,191.0,74.0,Summer,Swimming,
172628,M,21.0,191.0,74.0,Summer,Swimming,
172629,M,27.0,,,Summer,Athletics,
172630,M,27.0,,,Summer,Athletics,
172631,M,32.0,,,Summer,Fencing,3.0
172632,M,33.0,,,Winter,Alpinism,3.0
172633,M,36.0,167.0,,Summer,Shooting,3.0
172634,M,25.0,190.0,90.0,Summer,Athletics,
172635,M,29.0,190.0,90.0,Summer,Athletics,
172636,M,29.0,190.0,90.0,Summer,Athletics,
172637,M,33.0,190.0,90.0,Summer,Athletics,
172638,M,33.0,190.0,90.0,Summer,Athletics,
172639,F,18.0,165.0,55.0,Summer,Athletics,
172640,M,25.0,180.0,79.0,Summer,Hockey,
172641,M,28.0,183.0,69.0,Summer,Boxing,
172642,F,22.0,160.0,48.0,Summer,Weightlifting,
172643,F,26.0,160.0,48.0,Summer,Weightlifting,
172644,F,21.0,177.0,65.0,Winter,Alpine Skiing,
172645,F,25.0,177.0,65.0,Winter,Alpine Skiing,
172646,M,24.0,166.0,55.0,Summer,Wrestling,
172647,M,27.0,180.0,71.0,Summer,Rowing,
172648,M,22.0,177.0,77.0,Winter,Snowboarding,
172649,M,20.0,196.0,82.0,Summer,Athletics,
172650,M,24.0,196.0,82.0,Summer,Athletics,
172651,M,23.0,174.0,73.0,Winter,Speed Skating,
172652,F,17.0,174.0,50.0,Summer,Rhythmic Gymnastics,
172653,F,40.0,,,Summer,Sailing,
172654,M,26.0,166.0,67.0,Summer,Baseball,
172655,M,26.0,157.0,60.0,Summer,Weightlifting,
172656,M,24.0,175.0,,Summer,Cycling,
172657,M,24.0,175.0,,Summer,Cycling,
172658,M,,183.0,73.0,Summer,Athletics,
172659,M,,183.0,73.0,Summer,Athletics,
172660,M,30.0,,,Winter,Alpine Skiing,
172661,M,28.0,,,Winter,Alpine Skiing,
172662,M,28.0,,,Winter,Alpine Skiing,
172663,F,20.0,165.0,54.0,Winter,Alpine Skiing,
172664,F,20.0,165.0,54.0,Winter,Alpine Skiing,
172665,F,20.0,165.0,54.0,Winter,Alpine Skiing,
172666,F,23.0,,,Winter,Alpine Skiing,
172667,M,28.0,177.0,70.0,Winter,Nordic Combined,
172668,M,23.0,172.0,66.0,Summer,Football,3.0
172669,M,31.0,,,Summer,Athletics,
172670,F,26.0,150.0,40.0,Summer,Athletics,3.0
172671,M,26.0,186.0,75.0,Summer,Volleyball,3.0
172672,F,22.0,165.0,58.0,Summer,Fencing,
172673,F,24.0,170.0,62.0,Summer,Volleyball,
172674,M,28.0,186.0,91.0,Summer,Boxing,
172675,M,28.0,,,Summer,Water Polo,
172676,F,28.0,164.0,54.0,Summer,Synchronized Swimming,
172677,M,23.0,187.0,86.0,Summer,Sailing,3.0
172678,M,27.0,187.0,86.0,Summer,Sailing,
172679,M,31.0,187.0,86.0,Summer,Sailing,
172680,M,30.0,182.0,84.0,Summer,Taekwondo,
172681,M,41.0,,,Summer,Equestrianism,
172682,M,41.0,,,Summer,Equestrianism,
172683,M,45.0,,,Summer,Equestrianism,
172684,M,45.0,,,Summer,Equestrianism,
172685,M,49.0,,,Summer,Equestrianism,
172686,M,49.0,,,Summer,Equestrianism,
172687,M,23.0,181.0,69.0,Summer,Hockey,
172688,M,27.0,181.0,69.0,Summer,Hockey,
172689,F,22.0,168.0,61.0,Summer,Football,
172690,M,27.0,,,Winter,Cross Country Skiing,
172691,M,31.0,,,Winter,Cross Country Skiing,
172692,M,28.0,176.0,80.0,Summer,Taekwondo,
172693,F,27.0,162.0,52.0,Summer,Athletics,
172694,M,26.0,170.0,66.0,Summer,Athletics,
172695,M,26.0,170.0,66.0,Summer,Athletics,
172696,M,24.0,174.0,72.0,Summer,Baseball,2.0
172697,F,26.0,173.0,61.0,Summer,Fencing,
172698,F,30.0,173.0,61.0,Summer,Fencing,
172699,M,26.0,,,Summer,Athletics,1.0
172700,M,30.0,,,Summer,Athletics,
172701,M,25.0,184.0,,Summer,Boxing,
172702,M,20.0,178.0,77.0,Summer,Athletics,
172703,M,23.0,185.0,69.0,Summer,Athletics,
172704,M,27.0,185.0,69.0,Summer,Athletics,
172705,M,29.0,185.0,96.0,Winter,Ice Hockey,3.0
172706,M,28.0,198.0,92.0,Summer,Water Polo,
172707,M,24.0,169.0,68.0,Summer,Taekwondo,
172708,M,20.0,172.0,54.0,Summer,Boxing,
172709,M,,,,Summer,Shooting,
172710,M,22.0,,,Summer,Boxing,1.0
172711,M,23.0,175.0,76.0,Summer,Football,1.0
172712,M,20.0,160.0,60.0,Summer,Gymnastics,
172713,M,20.0,160.0,60.0,Summer,Gymnastics,
172714,M,20.0,160.0,60.0,Summer,Gymnastics,
172715,M,20.0,160.0,60.0,Summer,Gymnastics,
172716,M,20.0,160.0,60.0,Summer,Gymnastics,
172717,M,20.0,160.0,60.0,Summer,Gymnastics,
172718,M,20.0,160.0,60.0,Summer,Gymnastics,
172719,M,20.0,160.0,60.0,Summer,Gymnastics,
172720,M,24.0,160.0,60.0,Summer,Gymnastics,
172721,M,24.0,160.0,60.0,Summer,Gymnastics,
172722,M,24.0,160.0,60.0,Summer,Gymnastics,
172723,M,24.0,160.0,60.0,Summer,Gymnastics,
172724,M,24.0,160.0,60.0,Summer,Gymnastics,
172725,M,24.0,160.0,60.0,Summer,Gymnastics,
172726,M,24.0,160.0,60.0,Summer,Gymnastics,
172727,M,28.0,160.0,60.0,Summer,Gymnastics,
172728,M,28.0,160.0,60.0,Summer,Gymnastics,
172729,M,28.0,160.0,60.0,Summer,Gymnastics,
172730,M,28.0,160.0,60.0,Summer,Gymnastics,
172731,M,28.0,160.0,60.0,Summer,Gymnastics,
172732,M,28.0,160.0,60.0,Summer,Gymnastics,
172733,M,28.0,160.0,60.0,Summer,Gymnastics,
172734,M,19.0,176.0,72.0,Summer,Football,
172735,M,18.0,,,Summer,Rowing,2.0
172736,M,29.0,,,Summer,Football,
172737,F,26.0,174.0,65.0,Summer,Canoeing,3.0
172738,M,32.0,,,Summer,Canoeing,
172739,F,26.0,172.0,58.0,Summer,Archery,
172740,M,27.0,187.0,118.0,Summer,Weightlifting,
172741,M,19.0,194.0,90.0,Summer,Canoeing,
172742,M,23.0,195.0,89.0,Summer,Volleyball,
172743,M,24.0,178.0,68.0,Summer,Fencing,
172744,M,24.0,178.0,68.0,Summer,Fencing,
172745,M,28.0,178.0,68.0,Summer,Fencing,
172746,M,28.0,178.0,68.0,Summer,Fencing,
172747,M,32.0,178.0,68.0,Summer,Fencing,
172748,M,32.0,178.0,68.0,Summer,Fencing,
172749,F,18.0,175.0,66.0,Summer,Table Tennis,
172750,F,18.0,175.0,66.0,Summer,Table Tennis,
172751,M,19.0,,,Summer,Wrestling,
172752,M,31.0,,,Summer,Wrestling,
172753,M,19.0,,,Summer,Rowing,
172754,M,30.0,,,Summer,Rowing,
172755,M,,,,Summer,Gymnastics,
172756,M,,,,Summer,Rowing,
172757,M,,,,Summer,Rowing,
172758,F,23.0,163.0,60.0,Summer,Golf,
172759,M,25.0,183.0,78.0,Summer,Rowing,
172760,M,21.0,164.0,60.0,Summer,Judo,3.0
172761,M,25.0,164.0,60.0,Summer,Judo,3.0
172762,M,29.0,164.0,60.0,Summer,Judo,3.0
172763,M,20.0,178.0,63.0,Summer,Athletics,
172764,M,23.0,163.0,69.0,Summer,Judo,3.0
172765,M,22.0,174.0,64.0,Summer,Football,
172766,M,32.0,175.0,72.0,Summer,Shooting,
172767,F,16.0,164.0,57.0,Summer,Table Tennis,
172768,F,20.0,164.0,57.0,Summer,Table Tennis,
172769,M,22.0,170.0,65.0,Winter,Cross Country Skiing,
172770,M,22.0,170.0,65.0,Winter,Cross Country Skiing,
172771,M,27.0,170.0,65.0,Winter,Cross Country Skiing,
172772,M,27.0,170.0,65.0,Winter,Cross Country Skiing,3.0
172773,M,27.0,170.0,65.0,Winter,Cross Country Skiing,
172774,M,31.0,170.0,65.0,Winter,Cross Country Skiing,
172775,F,26.0,165.0,55.0,Summer,Badminton,2.0
172776,M,21.0,171.0,64.0,Summer,Gymnastics,
172777,M,21.0,171.0,64.0,Summer,Gymnastics,
172778,M,21.0,171.0,64.0,Summer,Gymnastics,
172779,M,21.0,171.0,64.0,Summer,Gymnastics,
172780,M,21.0,171.0,64.0,Summer,Gymnastics,
172781,M,21.0,171.0,64.0,Summer,Gymnastics,
172782,M,21.0,171.0,64.0,Summer,Gymnastics,
172783,M,21.0,171.0,64.0,Summer,Gymnastics,
172784,M,27.0,,,Summer,Hockey,
172785,M,29.0,179.0,82.0,Summer,Water Polo,2.0
172786,M,23.0,180.0,79.0,Summer,Hockey,1.0
172787,M,26.0,180.0,79.0,Summer,Hockey,
172788,M,21.0,,,Summer,Hockey,1.0
172789,M,24.0,180.0,76.0,Summer,Fencing,
172790,M,24.0,180.0,76.0,Summer,Fencing,
172791,M,20.0,179.0,,Summer,Football,
172792,M,19.0,172.0,74.0,Summer,Football,
172793,M,30.0,167.0,77.0,Summer,Fencing,
172794,M,23.0,183.0,100.0,Summer,Wrestling,
172795,M,27.0,183.0,100.0,Summer,Wrestling,
172796,M,,,,Summer,Swimming,
172797,M,,,,Summer,Swimming,
172798,F,23.0,165.0,58.0,Summer,Cycling,
172799,M,25.0,,,Summer,Athletics,
172800,M,22.0,184.0,84.0,Summer,Athletics,
172801,M,26.0,184.0,84.0,Summer,Athletics,
172802,M,30.0,184.0,84.0,Summer,Athletics,3.0
172803,M,34.0,184.0,84.0,Summer,Athletics,
172804,M,,,,Summer,Cycling,
172805,M,28.0,187.0,90.0,Summer,Rowing,
172806,M,32.0,187.0,90.0,Summer,Rowing,1.0
172807,M,22.0,179.0,60.0,Summer,Athletics,
172808,F,25.0,,,Summer,Table Tennis,
172809,M,,,,Summer,Football,
172810,M,20.0,,,Summer,Wrestling,
172811,M,19.0,,,Summer,Football,
172812,M,20.0,190.0,84.0,Summer,Water Polo,
172813,M,24.0,190.0,84.0,Summer,Water Polo,
172814,M,21.0,,,Summer,Equestrianism,
172815,M,21.0,,,Summer,Equestrianism,
172816,M,,,,Summer,Wrestling,
172817,M,28.0,,68.0,Summer,Weightlifting,
172818,F,33.0,160.0,49.0,Summer,Rowing,
172819,M,23.0,162.0,57.0,Summer,Boxing,
172820,M,21.0,180.0,74.0,Summer,Archery,
172821,M,21.0,180.0,74.0,Summer,Archery,
172822,M,29.0,191.0,85.0,Summer,Water Polo,1.0
172823,M,20.0,185.0,72.0,Summer,Basketball,
172824,M,23.0,180.0,81.0,Summer,Football,
172825,F,39.0,174.0,70.0,Winter,Curling,3.0
172826,F,43.0,174.0,70.0,Winter,Curling,3.0
172827,M,25.0,,,Winter,Ice Hockey,
172828,M,18.0,,,Summer,Gymnastics,3.0
172829,M,24.0,,,Summer,Gymnastics,3.0
172830,M,31.0,185.0,87.0,Winter,Ice Hockey,1.0
172831,F,29.0,,,Winter,Cross Country Skiing,
172832,M,21.0,,,Summer,Water Polo,
172833,M,22.0,193.0,97.0,Summer,Rowing,
172834,M,19.0,,,Summer,Gymnastics,3.0
172835,M,26.0,183.0,82.0,Winter,Ski Jumping,
172836,M,24.0,162.0,60.0,Summer,Judo,
172837,F,21.0,158.0,59.0,Summer,Swimming,
172838,F,21.0,158.0,59.0,Summer,Swimming,
172839,F,21.0,158.0,59.0,Summer,Swimming,
172840,M,27.0,183.0,69.0,Summer,Athletics,
172841,M,23.0,,,Summer,Modern Pentathlon,
172842,M,22.0,,,Winter,Ski Jumping,
172843,M,22.0,,,Winter,Ski Jumping,
172844,M,26.0,,,Winter,Ski Jumping,
172845,M,26.0,,,Winter,Ski Jumping,
172846,M,26.0,,,Summer,Wrestling,
172847,M,30.0,,,Summer,Wrestling,
172848,F,22.0,176.0,65.0,Summer,Swimming,3.0
172849,F,22.0,176.0,65.0,Summer,Swimming,
172850,M,19.0,176.0,78.0,Winter,Ski Jumping,
172851,M,31.0,,,Summer,Football,3.0
172852,M,26.0,,,Summer,Football,3.0
172853,M,44.0,,,Summer,Art Competitions,3.0
172854,M,28.0,,,Summer,Football,3.0
172855,M,36.0,,,Summer,Canoeing,
172856,M,31.0,,,Summer,Art Competitions,
172857,M,29.0,180.0,75.0,Summer,Shooting,
172858,M,29.0,180.0,75.0,Summer,Shooting,1.0
172859,F,21.0,169.0,62.0,Summer,Football,1.0
172860,F,26.0,169.0,62.0,Summer,Football,3.0
172861,F,33.0,164.0,56.0,Winter,Curling,
172862,F,37.0,164.0,56.0,Winter,Curling,
172863,F,41.0,164.0,56.0,Winter,Curling,
172864,F,30.0,166.0,62.0,Summer,Football,
172865,F,21.0,,,Summer,Diving,
172866,F,21.0,,,Summer,Diving,
172867,F,33.0,,,Summer,Diving,
172868,F,33.0,,,Summer,Diving,
172869,M,22.0,198.0,93.0,Summer,Rowing,1.0
172870,M,27.0,,,Summer,Athletics,
172871,M,26.0,,,Winter,Speed Skating,
172872,F,23.0,176.0,60.0,Summer,Triathlon,
172873,F,27.0,176.0,60.0,Summer,Triathlon,2.0
172874,F,31.0,176.0,60.0,Summer,Triathlon,
172875,M,28.0,,,Summer,Football,
172876,F,25.0,169.0,70.0,Summer,Swimming,1.0
172877,F,25.0,169.0,70.0,Summer,Swimming,
172878,F,25.0,169.0,70.0,Summer,Swimming,
172879,F,29.0,169.0,70.0,Summer,Swimming,
172880,F,29.0,169.0,70.0,Summer,Swimming,
172881,M,23.0,,,Summer,Fencing,
172882,M,29.0,,,Summer,Shooting,
172883,M,29.0,,,Summer,Shooting,2.0
172884,M,29.0,,,Summer,Shooting,
172885,F,29.0,180.0,,Winter,Curling,
172886,M,24.0,188.0,79.0,Winter,Biathlon,
172887,M,24.0,188.0,79.0,Winter,Biathlon,
172888,M,24.0,188.0,79.0,Winter,Biathlon,
172889,M,24.0,188.0,79.0,Winter,Biathlon,
172890,M,25.0,183.0,76.0,Winter,Ski Jumping,
172891,M,25.0,183.0,76.0,Winter,Ski Jumping,
172892,M,23.0,182.0,75.0,Summer,Basketball,
172893,F,33.0,171.0,72.0,Summer,Wrestling,
172894,M,24.0,176.0,65.0,Summer,Cycling,
172895,M,28.0,176.0,65.0,Summer,Cycling,
172896,M,32.0,176.0,65.0,Summer,Cycling,
172897,F,24.0,,,Summer,Gymnastics,3.0
172898,M,33.0,,,Summer,Fencing,
172899,F,61.0,,,Summer,Art Competitions,
172900,F,18.0,168.0,70.0,Winter,Ice Hockey,
172901,F,22.0,168.0,70.0,Winter,Ice Hockey,
172902,M,23.0,179.0,81.0,Winter,Ice Hockey,1.0
172903,M,21.0,,,Winter,Ski Jumping,
172904,M,30.0,,,Summer,Fencing,
172905,F,19.0,,,Summer,Gymnastics,
172906,F,19.0,,,Summer,Gymnastics,
172907,F,19.0,,,Summer,Gymnastics,3.0
172908,F,19.0,,,Summer,Gymnastics,
172909,F,19.0,,,Summer,Gymnastics,
172910,F,19.0,,,Summer,Gymnastics,
172911,F,19.0,,,Summer,Gymnastics,
172912,M,28.0,183.0,83.0,Winter,Curling,
172913,M,32.0,183.0,83.0,Winter,Curling,
172914,M,36.0,183.0,83.0,Winter,Curling,
172915,M,,,,Summer,Rowing,1.0
172916,M,,,,Summer,Sailing,
172917,M,30.0,173.0,61.0,Winter,Biathlon,
172918,M,32.0,,,Summer,Equestrianism,3.0
172919,M,32.0,,,Summer,Equestrianism,3.0
172920,M,21.0,181.0,80.0,Winter,Ice Hockey,
172921,M,25.0,181.0,80.0,Winter,Ice Hockey,2.0
172922,M,29.0,181.0,80.0,Winter,Ice Hockey,
172923,M,33.0,181.0,80.0,Winter,Ice Hockey,
172924,M,24.0,181.0,93.0,Summer,Archery,
172925,M,24.0,181.0,93.0,Summer,Archery,
172926,F,30.0,171.0,65.0,Summer,Canoeing,
172927,M,29.0,,,Winter,Speed Skating,
172928,M,28.0,,,Summer,Shooting,
172929,F,23.0,167.0,58.0,Summer,Football,
172930,M,37.0,,,Winter,Nordic Combined,
172931,M,25.0,193.0,79.0,Summer,Athletics,
172932,F,29.0,183.0,75.0,Summer,Golf,
172933,M,21.0,190.0,80.0,Summer,Canoeing,
172934,M,21.0,190.0,80.0,Summer,Canoeing,
172935,M,43.0,170.0,72.0,Summer,Shooting,
172936,M,24.0,,,Summer,Cycling,
172937,M,21.0,,,Summer,Athletics,
172938,M,21.0,,,Summer,Athletics,
172939,M,21.0,,,Summer,Athletics,3.0
172940,M,25.0,175.0,74.0,Winter,Ice Hockey,
172941,M,19.0,,,Summer,Gymnastics,1.0
172942,M,31.0,,,Summer,Shooting,
172943,M,31.0,,,Summer,Shooting,
172944,M,39.0,,,Summer,Shooting,3.0
172945,M,39.0,,,Summer,Shooting,3.0
172946,M,39.0,,,Summer,Shooting,
172947,M,19.0,180.0,75.0,Summer,Swimming,
172948,M,19.0,180.0,75.0,Summer,Swimming,
172949,M,23.0,180.0,75.0,Summer,Swimming,
172950,M,23.0,180.0,75.0,Summer,Swimming,
172951,M,23.0,,,Summer,Cycling,
172952,M,23.0,,,Summer,Cycling,
172953,M,28.0,,,Summer,Cycling,
172954,M,28.0,,,Summer,Cycling,
172955,M,25.0,184.0,73.0,Summer,Athletics,1.0
